ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,8.0,1:43.461,0.0,,33.709,0.0,35.744,0.0,34.008,0.0,119.7,16:56.328,16:20,0:33.709,0:35.744,0:34.008,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,9.0,1:42.846,0.0,,34.032,0.0,35.689,0.0,33.125,2.0,120.4,18:39.174,16:22,0:34.032,0:35.689,0:33.125,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,10.0,1:44.687,0.0,,34.197,0.0,36.339,0.0,34.151,0.0,118.3,20:23.861,16:24,0:34.197,0:36.339,0:34.151,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,11.0,1:45.261,0.0,,34.104,0.0,37.032,0.0,34.125,0.0,117.6,22:09.122,16:26,0:34.104,0:37.032,0:34.125,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,12.0,1:45.674,0.0,,34.266,0.0,37.020,0.0,34.388,0.0,117.2,23:54.796,16:27,0:34.266,0:37.020,0:34.388,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,13.0,2:56.873,0.0,B,36.295,0.0,39.354,0.0,1:41.224,0.0,70.0,26:51.669,16:30,0:36.295,0:39.354,1:41.224,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,14.0,3:54.601,0.0,,1:19.582,0.0,1:13.730,0.0,1:21.289,0.0,52.8,30:46.270,16:34,1:19.582,1:13.730,1:21.289,,Jacques VILLENEUVE,0:01:23.886,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,15.0,2:04.249,0.0,,50.940,0.0,37.733,0.0,35.576,0.0,99.6,32:50.519,16:36,0:50.940,0:37.733,0:35.576,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,16.0,1:46.987,0.0,,34.886,0.0,37.702,0.0,34.399,0.0,115.7,34:37.506,16:38,0:34.886,0:37.702,0:34.399,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,17.0,1:44.536,0.0,,34.199,0.0,36.132,0.0,34.205,0.0,118.4,36:22.042,16:40,0:34.199,0:36.132,0:34.205,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,18.0,1:45.693,0.0,,34.503,0.0,36.774,0.0,34.416,0.0,117.1,38:07.735,16:42,0:34.503,0:36.774,0:34.416,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,19.0,1:45.246,0.0,,34.457,0.0,36.138,0.0,34.651,0.0,117.6,39:52.981,16:43,0:34.457,0:36.138,0:34.651,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,20.0,1:47.440,0.0,,34.428,0.0,38.404,0.0,34.608,0.0,115.2,41:40.421,16:45,0:34.428,0:38.404,0:34.608,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,21.0,1:43.465,0.0,,34.316,0.0,35.686,0.0,33.463,0.0,119.7,43:23.886,16:47,0:34.316,0:35.686,0:33.463,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,22.0,1:43.390,0.0,,34.042,0.0,35.690,0.0,33.658,0.0,119.7,45:07.276,16:49,0:34.042,0:35.690,0:33.658,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,23.0,1:43.160,0.0,,33.916,0.0,35.689,0.0,33.555,0.0,120.0,46:50.436,16:50,0:33.916,0:35.689,0:33.555,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,24.0,1:42.521,2.0,,33.598,2.0,35.427,2.0,33.496,0.0,120.8,48:32.957,16:52,0:33.598,0:35.427,0:33.496,,Jacques VILLENEUVE,,,
,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,12.0,0.0,25.0,1:44.350,0.0,,33.682,0.0,36.274,0.0,34.394,0.0,118.6,50:17.307,16:54,0:33.682,0:36.274,0:34.394,,Jacques VILLENEUVE,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,1.0,1:56.020,0.0,,44.167,0.0,37.356,0.0,34.497,0.0,106.7,1:56.020,16:05,0:44.167,0:37.356,0:34.497,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,2.0,1:44.881,0.0,,34.990,0.0,36.116,0.0,33.775,0.0,118.0,3:40.901,16:07,0:34.990,0:36.116,0:33.775,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,3.0,1:44.733,0.0,,34.049,0.0,36.289,0.0,34.395,0.0,118.2,5:25.634,16:09,0:34.049,0:36.289,0:34.395,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,4.0,3:56.696,0.0,,1:13.015,0.0,1:22.356,0.0,1:21.325,0.0,52.3,9:22.330,16:13,1:13.015,1:22.356,1:21.325,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,5.0,2:17.378,0.0,,1:07.514,0.0,36.294,0.0,33.570,0.0,90.1,11:39.708,16:15,1:07.514,0:36.294,0:33.570,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,6.0,1:47.288,0.0,,37.912,0.0,35.968,0.0,33.408,0.0,115.4,13:26.996,16:17,0:37.912,0:35.968,0:33.408,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,7.0,1:43.625,0.0,,34.046,0.0,35.986,0.0,33.593,0.0,119.5,15:10.621,16:19,0:34.046,0:35.986,0:33.593,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,8.0,1:42.892,0.0,,33.621,0.0,35.864,0.0,33.407,0.0,120.3,16:53.513,16:20,0:33.621,0:35.864,0:33.407,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,9.0,1:43.012,0.0,,33.375,0.0,35.479,0.0,34.158,0.0,120.2,18:36.525,16:22,0:33.375,0:35.479,0:34.158,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,10.0,1:44.468,0.0,,34.287,0.0,36.223,0.0,33.958,0.0,118.5,20:20.993,16:24,0:34.287,0:36.223,0:33.958,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,11.0,1:43.943,0.0,,33.761,0.0,35.949,0.0,34.233,0.0,119.1,22:04.936,16:25,0:33.761,0:35.949,0:34.233,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,12.0,1:45.824,0.0,,34.596,0.0,36.261,0.0,34.967,0.0,117.0,23:50.760,16:27,0:34.596,0:36.261,0:34.967,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,13.0,2:47.831,0.0,B,35.773,0.0,36.834,0.0,1:35.224,0.0,73.8,26:38.591,16:30,0:35.773,0:36.834,1:35.224,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,14.0,2:28.039,0.0,,48.619,0.0,36.855,0.0,1:02.565,0.0,83.6,29:06.630,16:33,0:48.619,0:36.855,1:02.565,,Sam BIRD,0:01:22.718,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,15.0,2:55.957,0.0,,1:23.765,0.0,57.795,0.0,34.397,0.0,70.4,32:02.587,16:35,1:23.765,0:57.795,0:34.397,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,16.0,1:44.914,0.0,,34.575,0.0,36.530,0.0,33.809,0.0,118.0,33:47.501,16:37,0:34.575,0:36.530,0:33.809,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,17.0,1:43.935,0.0,,33.961,0.0,36.372,0.0,33.602,0.0,119.1,35:31.436,16:39,0:33.961,0:36.372,0:33.602,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,18.0,1:44.014,0.0,,33.931,0.0,36.193,0.0,33.890,0.0,119.0,37:15.450,16:41,0:33.931,0:36.193,0:33.890,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,19.0,1:43.621,0.0,,33.775,0.0,36.050,0.0,33.796,0.0,119.5,38:59.071,16:42,0:33.775,0:36.050,0:33.796,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,20.0,1:43.695,0.0,,33.955,0.0,36.125,0.0,33.615,0.0,119.4,40:42.766,16:44,0:33.955,0:36.125,0:33.615,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,21.0,1:42.935,0.0,,33.478,0.0,35.945,0.0,33.512,0.0,120.3,42:25.701,16:46,0:33.478,0:35.945,0:33.512,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,22.0,1:41.894,0.0,,33.178,0.0,35.465,0.0,33.251,0.0,121.5,44:07.595,16:48,0:33.178,0:35.465,0:33.251,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,23.0,1:42.242,0.0,,33.389,0.0,35.513,0.0,33.340,0.0,121.1,45:49.837,16:49,0:33.389,0:35.513,0:33.340,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,24.0,1:41.664,0.0,,33.185,0.0,35.306,0.0,33.173,0.0,121.8,47:31.501,16:51,0:33.185,0:35.306,0:33.173,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,25.0,1:41.201,2.0,,32.996,2.0,35.237,2.0,32.968,2.0,122.3,49:12.702,16:53,0:32.996,0:35.237,0:32.968,,Sam BIRD,,,
,,,,,,,,,,DS Virgin Racing Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,2.0,0.0,26.0,1:43.664,0.0,,33.524,0.0,35.258,0.0,34.882,0.0,119.4,50:56.366,16:54,0:33.524,0:35.258,0:34.882,,Sam BIRD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,1.0,1:54.039,0.0,,42.311,0.0,37.237,0.0,34.491,0.0,108.6,1:54.039,16:05,0:42.311,0:37.237,0:34.491,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,2.0,1:44.639,0.0,,34.275,0.0,36.550,0.0,33.814,0.0,118.3,3:38.678,16:07,0:34.275,0:36.550,0:33.814,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,3.0,1:44.475,0.0,,33.903,0.0,36.862,0.0,33.710,0.0,118.5,5:23.153,16:09,0:33.903,0:36.862,0:33.710,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,4.0,3:55.352,0.0,,1:12.130,0.0,1:21.999,0.0,1:21.223,0.0,52.6,9:18.505,16:13,1:12.130,1:21.999,1:21.223,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,5.0,2:19.193,0.0,,1:09.549,0.0,36.164,0.0,33.480,0.0,88.9,11:37.698,16:15,1:09.549,0:36.164,0:33.480,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,6.0,1:43.685,0.0,,33.885,0.0,35.886,0.0,33.914,0.0,119.4,13:21.383,16:17,0:33.885,0:35.886,0:33.914,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,7.0,1:43.918,0.0,,34.086,0.0,36.236,0.0,33.596,0.0,119.1,15:05.301,16:18,0:34.086,0:36.236,0:33.596,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,8.0,1:44.240,0.0,,34.071,0.0,36.261,0.0,33.908,0.0,118.8,16:49.541,16:20,0:34.071,0:36.261,0:33.908,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,9.0,1:46.170,0.0,,34.027,0.0,36.336,0.0,35.807,0.0,116.6,18:35.711,16:22,0:34.027,0:36.336,0:35.807,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,10.0,1:45.567,0.0,,34.314,0.0,36.411,0.0,34.842,0.0,117.3,20:21.278,16:24,0:34.314,0:36.411,0:34.842,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,11.0,1:44.779,0.0,,33.929,0.0,36.312,0.0,34.538,0.0,118.2,22:06.057,16:26,0:33.929,0:36.312,0:34.538,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,12.0,1:45.108,0.0,,34.830,0.0,36.315,0.0,33.963,0.0,117.8,23:51.165,16:27,0:34.830,0:36.315,0:33.963,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,13.0,3:05.561,0.0,B,34.195,0.0,35.486,2.0,1:55.880,0.0,66.7,26:56.726,16:30,0:34.195,0:35.486,1:55.880,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,14.0,2:57.470,0.0,,48.431,0.0,47.607,0.0,1:21.432,0.0,69.8,29:54.196,16:33,0:48.431,0:47.607,1:21.432,,Bruno SENNA,0:01:43.269,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,15.0,2:33.411,0.0,,1:20.849,0.0,37.942,0.0,34.620,0.0,80.7,32:27.607,16:36,1:20.849,0:37.942,0:34.620,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,16.0,1:46.980,0.0,,35.993,0.0,36.749,0.0,34.238,0.0,115.7,34:14.587,16:38,0:35.993,0:36.749,0:34.238,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,17.0,1:44.593,0.0,,34.747,0.0,36.034,0.0,33.812,0.0,118.4,35:59.180,16:39,0:34.747,0:36.034,0:33.812,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,18.0,1:43.629,0.0,,34.093,0.0,35.979,0.0,33.557,0.0,119.5,37:42.809,16:41,0:34.093,0:35.979,0:33.557,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,19.0,1:43.147,0.0,,33.878,0.0,35.824,0.0,33.445,0.0,120.0,39:25.956,16:43,0:33.878,0:35.824,0:33.445,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,20.0,1:42.217,2.0,,33.434,2.0,35.499,0.0,33.284,2.0,121.1,41:08.173,16:45,0:33.434,0:35.499,0:33.284,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,21.0,1:43.210,0.0,,33.915,0.0,35.712,0.0,33.583,0.0,120.0,42:51.383,16:46,0:33.915,0:35.712,0:33.583,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,22.0,1:43.288,0.0,,33.633,0.0,35.930,0.0,33.725,0.0,119.9,44:34.671,16:48,0:33.633,0:35.930,0:33.725,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,23.0,1:43.556,0.0,,34.002,0.0,35.839,0.0,33.715,0.0,119.6,46:18.227,16:50,0:34.002,0:35.839,0:33.715,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,24.0,1:43.298,0.0,,33.813,0.0,35.818,0.0,33.667,0.0,119.9,48:01.525,16:51,0:33.813,0:35.818,0:33.667,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,25.0,1:42.998,0.0,,33.818,0.0,35.805,0.0,33.375,0.0,120.2,49:44.523,16:53,0:33.818,0:35.805,0:33.375,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,21.0,0.0,26.0,2:15.145,0.0,,43.627,0.0,46.724,0.0,44.794,0.0,91.6,51:59.668,16:55,0:43.627,0:46.724,0:44.794,,Bruno SENNA,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,1.0,1:51.577,0.0,,40.493,0.0,37.038,0.0,34.046,0.0,111.0,1:51.577,16:05,0:40.493,0:37.038,0:34.046,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,2.0,1:44.042,0.0,,34.069,0.0,36.378,0.0,33.595,0.0,119.0,3:35.619,16:07,0:34.069,0:36.378,0:33.595,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,3.0,1:43.039,0.0,,33.820,0.0,35.933,0.0,33.286,0.0,120.2,5:18.658,16:09,0:33.820,0:35.933,0:33.286,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,4.0,3:43.126,0.0,,1:00.057,0.0,1:21.833,0.0,1:21.236,0.0,55.5,9:01.784,16:12,1:00.057,1:21.833,1:21.236,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,5.0,2:28.420,0.0,,1:18.084,0.0,36.582,0.0,33.754,0.0,83.4,11:30.204,16:15,1:18.084,0:36.582,0:33.754,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,6.0,1:43.502,0.0,,33.781,0.0,36.239,0.0,33.482,0.0,119.6,13:13.706,16:17,0:33.781,0:36.239,0:33.482,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,7.0,1:43.114,0.0,,33.814,0.0,35.973,0.0,33.327,0.0,120.1,14:56.820,16:18,0:33.814,0:35.973,0:33.327,,Nick HEIDFELD,,,
,,,,,,,,,,Mahindra Racing Formula E Team,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,23.0,0.0,8.0,1:42.093,0.0,,33.444,0.0,35.625,0.0,33.024,0.0,121.3,16:38.913,16:20,0:33.444,0:35.625,0:33.024,,Nick HEIDFELD,,,
