ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,POWER,Unnamed: 26
27.0,1.0,4.0,1:20.367,2.0,,25.958,2.0,22.342,2.0,32.067,2.0,111.7,25:58.163,12:15:58.164,0:25.958,0:22.342,0:32.067,,Alexander SIMS,,,B,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,1.0,14:30.327,0.0,B,10:40.209,0.0,30.816999999999997,0.0,3:19.301,0.0,2.5,14:30.327,12:04:30.327,10:40.209,0:30.817,3:19.301,,Nelson PIQUET,0:10:14.131,,B,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,2.0,9:17.498,0.0,,8:05.460,0.0,31.759,0.0,40.279,0.0,16.1,23:47.824,12:13:47.825,8:05.460,0:31.759,0:40.279,,Nelson PIQUET,0:10:00.686,,B,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,3.0,1:21.489,2.0,,26.428,0.0,23.211,0.0,31.850,2.0,110.2,25:09.313,12:15:09.314,0:26.428,0:23.211,0:31.850,,Nelson PIQUET,,,B,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,4.0,1:21.713,0.0,,26.203,2.0,23.116999999999997,2.0,32.393,0.0,109.9,26:31.026,12:16:31.027,0:26.203,0:23.117,0:32.393,,Nelson PIQUET,,,B,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,1.0,8:56.960,0.0,,8:00.052,0.0,23.651,0.0,33.257,0.0,4.0,8:56.960,11:58:56.960,8:00.052,0:23.651,0:33.257,,AndrÃ© LOTTERER,0:07:38.804,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,2.0,1:22.808,0.0,,26.734,0.0,23.118000000000002,0.0,32.956,0.0,108.4,10:19.768,12:00:19.768,0:26.734,0:23.118,0:32.956,,AndrÃ© LOTTERER,,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,3.0,4:40.283,0.0,B,25.654,0.0,21.83,3.0,3:52.799,0.0,32.0,15:00.051,12:05:00.051,0:25.654,0:21.830,3:52.799,,AndrÃ© LOTTERER,,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,4.0,8:34.992,0.0,,7:19.320,0.0,36.564,0.0,39.108,0.0,17.4,23:35.042,12:13:35.043,7:19.320,0:36.564,0:39.108,,AndrÃ© LOTTERER,0:10:10.113,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,5.0,1:19.317,2.0,,25.469,2.0,21.954,0.0,31.894,2.0,113.2,24:54.359,12:14:54.360,0:25.469,0:21.954,0:31.894,,AndrÃ© LOTTERER,,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,6.0,1:45.989,0.0,B,27.785,0.0,24.709,0.0,53.495,0.0,84.7,26:40.348,12:16:40.349,0:27.785,0:24.709,0:53.495,,AndrÃ© LOTTERER,,,B,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,1.0,7:12.516,0.0,,6:14.209,0.0,24.488000000000003,0.0,33.819,0.0,5.0,7:12.516,11:57:12.516,6:14.209,0:24.488,0:33.819,,Stoffel VANDOORNE,0:05:50.679,,B,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,2.0,1:19.640,0.0,,25.742,0.0,22.365,0.0,31.533,0.0,112.7,8:32.156,11:58:32.156,0:25.742,0:22.365,0:31.533,,Stoffel VANDOORNE,,,B,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,3.0,1:18.490,3.0,,25.130,3.0,22.03,2.0,31.330,3.0,114.4,9:50.646,11:59:50.646,0:25.130,0:22.030,0:31.330,,Stoffel VANDOORNE,,,B,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,4.0,7:59.619,0.0,B,32.906,0.0,25.344,0.0,7:01.369,0.0,18.7,17:50.265,12:07:50.265,0:32.906,0:25.344,7:01.369,,Stoffel VANDOORNE,,,B,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.0,1.0,9:06.830,0.0,,8:06.375,0.0,25.65,0.0,34.805,0.0,3.9,9:06.830,11:59:06.830,8:06.375,0:25.650,0:34.805,,Maximilian GÃNTHER,0:07:41.791,,B,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.0,2.0,1:21.883,2.0,,25.863,2.0,23.038,2.0,32.982,2.0,109.6,10:28.713,12:00:28.713,0:25.863,0:23.038,0:32.982,,Maximilian GÃNTHER,,,B,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,1.0,23:10.721,0.0,,22:11.857,0.0,25.285999999999998,0.0,33.578,0.0,1.5,23:10.720,12:13:10.721,22:11.857,0:25.286,0:33.578,,Felix ROSENQVIST,0:21:47.201,,B,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,1.0,2.0,1:23.037,2.0,,26.645,0.0,23.247,0.0,33.145,2.0,108.1,24:33.757,12:14:33.758,0:26.645,0:23.247,0:33.145,,Felix ROSENQVIST,,,B,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\AdD\Q\23_Analysis_Qualifying Group B.CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,1.0,28.0,Classified,33.0,46:29.377,-,-,31.0,1:13.265,122.5,,BMW iFE.18,MICHELIN,,,,,,,2018020128.0,,,,Antonio Felix,DA COSTA,,PRT,PRT,DAC,3177.0,,1991083100.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,2.0,25.0,Classified,33.0,46:29.839,+0.462,+0.462,32.0,1:12.750,123.4,,DS E-TENSE FE19,MICHELIN,,,,,,,2018020118.0,,,,Jean-Eric,VERGNE,,FRA,FRA,JEV,1086.0,,1990042500.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,3.0,64.0,Classified,33.0,46:33.410,+4.033,+3.571,33.0,1:13.830,121.6,,Mahindra M5Electro,MICHELIN,,,,,,,1985122700.0,,,,JÃ©rÃ´me,D'AMBROSIO,,BEL,BEL,DAM,1084.0,,1985122700.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,4.0,20.0,Classified,33.0,46:34.760,+5.383,+1.350,32.0,1:13.427,122.3,,Jaguar I-Type III,MICHELIN,,,,,,,2016020101.0,,,,Mitch,EVANS,,NZL,NZL,EVA,8007.0,,1990015617.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,5.0,36.0,Classified,33.0,46:34.956,+5.579,+0.196,32.0,1:12.591,123.7,,DS E-TENSE FE19,MICHELIN,,,,,,,2018020118.0,,,,AndrÃ©,LOTTERER,,DEU,DEU,LOT,8013.0,,1981111900.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Nissan e.dams,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,6.0,23.0,Classified,33.0,46:36.002,+6.625,+1.046,33.0,1:13.397,122.3,,Nissan IM01,MICHELIN,,,,,,,2018020109.0,,,,SÃ©bastien,BUEMI,,CHE,CHE,BUE,1090.0,,1988103100.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Nissan e.dams,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,7.0,22.0,Classified,33.0,46:38.482,+9.105,+2.480,33.0,1:14.026,121.3,,Nissan IM01,MICHELIN,,,,,,,2018020109.0,,,,Oliver,ROWLAND,,GBR,GBR,ROW,,,1992081000.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,8.0,66.0,Classified,33.0,46:39.196,+9.819,+0.714,32.0,1:14.301,120.8,,Audi e-tron FE05,MICHELIN,,,,,,,2017908101.0,,,,Daniel,ABT,,DEU,DEU,ABT,1080.0,,1990015408.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,9.0,11.0,Classified,33.0,46:40.313,+10.936,+1.117,22.0,1:13.914,121.5,,Audi e-tron FE05,MICHELIN,,,,,,,2017908101.0,,,,Lucas,DI GRASSI,,BRA,BRA,DIG,1098.0,,1984081100.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,10.0,3.0,Classified,33.0,46:40.941,+11.564,+0.628,33.0,1:14.803,120.0,,Jaguar I-Type III,MICHELIN,,,,,,,2016020101.0,,,,Nelson,PIQUET,,BRA,BRA,PIQ,9069.0,,1985072500.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,11.0,2.0,Classified,33.0,46:41.124,+11.747,+0.183,23.0,1:14.307,120.8,,Audi e-tron FE05,MICHELIN,,,,,,,2018020102.0,,,,Sam,BIRD,,GBR,GBR,BIR,1087.0,,1987010900.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,12.0,4.0,Classified,33.0,46:41.566,+12.189,+0.442,24.0,1:13.735,121.8,,Audi e-tron FE05,MICHELIN,,,,,,,2018020102.0,,,,Robin,FRIJNS,,NLD,NLD,FRI,,,1991080701.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,13.0,16.0,Classified,33.0,46:42.481,+13.104,+0.915,32.0,1:14.343,120.8,,NIO Sport 004,MICHELIN,,,,,,,2017908102.0,,,,Oliver,TURVEY,,GBR,GBR,TUR,9092.0,,1987040100.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,NIO Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,14.0,8.0,Classified,33.0,46:43.650,+14.273,+1.169,33.0,1:13.205,122.6,,NIO Sport 004,MICHELIN,,,,,,,2017908102.0,,,,Tom,DILLMANN,,FRA,FRA,DIL,8009.0,,1989040601.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,15.0,6.0,Classified,33.0,46:45.538,+16.161,+1.888,32.0,1:14.018,121.3,,Penske EV-3,MICHELIN,,,,,,,2011110301.0,,,,Maximilian,GÃNTHER,,DEU,DEU,GUN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,16.0,5.0,Classified,33.0,46:49.390,+20.013,+3.852,33.0,1:14.850,120.0,,Venturi VFE05,MICHELIN,,,,,,,2018020105.0,,,,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,1992032600.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,17.0,19.0,Classified,33.0,47:12.987,+43.610,+23.597,31.0,1:13.950,121.4,,Venturi VFE05,MICHELIN,,,,,,,2014020109.0,,,,Felipe,MASSA,,BRA,BRA,MAS,,,1981042500.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,18.0,27.0,Classified,33.0,47:17.089,+47.712,+4.102,22.0,1:13.604,122.0,,BMW iFE.18,MICHELIN,,,,,,,2018020128.0,,,,Alexander,SIMS,,GBR,GBR,SIM,,,1989062202.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Venturi Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,19.0,48.0,Classified,32.0,47:03.922,1 Lap,1 Lap,13.0,1:14.547,120.4,,Venturi VFE05,MICHELIN,,,,,,,2014020109.0,,,,Edoardo,MORTARA,,CHE,CHE,MOR,8014.0,,1988010183.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,GEOX DRAGON,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,,7.0,Not classified,25.0,32:19.405,,,22.0,1:14.306,120.8,,Penske EV-3,MICHELIN,,,,,,,2011110301.0,,,,JosÃ© Maria,LOPEZ,,ARG,ARG,LOP,8004.0,,1983042600.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,HWA RACELAB,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,,17.0,Not classified,9.0,12:19.479,,,7.0,1:16.654,117.1,,Venturi VFE05,MICHELIN,,,,,,,2018020105.0,,,,Gary,PAFFETT,,GBR,GBR,PAF,,,1981032400.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,MAHINDRA RACING,,,./Total_Lap_Num/2018-2019\AdD\Race\03_Classification_Race (2).CSV,,94.0,Not classified,8.0,11:01.072,,,7.0,1:16.113,118.0,,Mahindra M5Electro,MICHELIN,,,,,,,2011806107.0,,,,Felix,ROSENQVIST,,SWE,SWE,FRO,8005.0,,1990015169.0,,,,,
11.0,1.0,0.0,30.717,0.0,,,0.0,,0.0,,0.0,69.7,30.717,15:07:21.924,,,,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,1.0,1:24.574,0.0,,28.585,0.0,23.719,0.0,32.270,0.0,106.2,1:55.291,15:08:46.498,0:28.585,0:23.719,0:32.270,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,2.0,1:20.296,0.0,,26.005,0.0,22.667,0.0,31.624,0.0,111.8,3:15.587,15:10:06.794,0:26.005,0:22.667,0:31.624,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,3.0,1:19.497,0.0,,25.327,0.0,22.757,0.0,31.413,0.0,112.9,4:35.084,15:11:26.291,0:25.327,0:22.757,0:31.413,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,4.0,1:18.586,0.0,,25.255,0.0,22.201,0.0,31.130,0.0,114.2,5:53.670,15:12:44.877,0:25.255,0:22.201,0:31.130,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,5.0,1:18.130,0.0,,25.032,0.0,21.923,0.0,31.175,0.0,114.9,7:11.800,15:14:03.007,0:25.032,0:21.923,0:31.175,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,6.0,1:17.302,0.0,,24.853,0.0,21.798,0.0,30.651,0.0,116.1,8:29.102,15:15:20.309,0:24.853,0:21.798,0:30.651,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,7.0,1:16.737,0.0,,24.679,0.0,21.605,0.0,30.453,0.0,117.0,9:45.839,15:16:37.046,0:24.679,0:21.605,0:30.453,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,8.0,1:17.115,0.0,,24.742,0.0,21.655,0.0,30.718,0.0,116.4,11:02.954,15:17:54.161,0:24.742,0:21.655,0:30.718,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,9.0,1:17.171,0.0,,24.875,0.0,21.756,0.0,30.540,0.0,116.3,12:20.125,15:19:11.332,0:24.875,0:21.756,0:30.540,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,10.0,1:17.723,0.0,,24.633,0.0,22.674,0.0,30.416,0.0,115.5,13:37.848,15:20:29.055,0:24.633,0:22.674,0:30.416,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,11.0,1:17.421,0.0,,24.626,0.0,22.353,0.0,30.442,0.0,116.0,14:55.269,15:21:46.476,0:24.626,0:22.353,0:30.442,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,12.0,1:16.732,0.0,,24.712,0.0,21.758,0.0,30.262,0.0,117.0,16:12.001,15:23:03.208,0:24.712,0:21.758,0:30.262,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,13.0,1:15.737,0.0,,24.343,0.0,21.421,0.0,29.973,0.0,118.5,17:27.738,15:24:18.945,0:24.343,0:21.421,0:29.973,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,14.0,1:15.489,0.0,,24.275,0.0,21.415,0.0,29.799,0.0,118.9,18:43.227,15:25:34.434,0:24.275,0:21.415,0:29.799,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,15.0,1:15.808,0.0,,24.200,0.0,21.519,0.0,30.089,0.0,118.4,19:59.035,15:26:50.242,0:24.200,0:21.519,0:30.089,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,16.0,1:16.635,0.0,,24.344,0.0,21.549,0.0,30.742,0.0,117.2,21:15.670,15:28:06.877,0:24.344,0:21.549,0:30.742,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,17.0,1:16.329,0.0,,24.452,0.0,21.532,0.0,30.345,0.0,117.6,22:31.999,15:29:23.206,0:24.452,0:21.532,0:30.345,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,18.0,1:16.055,0.0,,24.405,0.0,21.455,0.0,30.195,0.0,118.1,23:48.054,15:30:39.261,0:24.405,0:21.455,0:30.195,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,19.0,1:15.724,0.0,,24.183,0.0,21.447,0.0,30.094,0.0,118.6,25:03.778,15:31:54.985,0:24.183,0:21.447,0:30.094,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,20.0,1:15.405,0.0,,24.386,0.0,21.136,0.0,29.883,0.0,119.1,26:19.183,15:33:10.390,0:24.386,0:21.136,0:29.883,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,21.0,1:17.149,0.0,,24.130,0.0,21.145,0.0,31.874,0.0,116.4,27:36.332,15:34:27.539,0:24.130,0:21.145,0:31.874,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,22.0,1:13.914,2.0,,23.915,0.0,20.699,2.0,29.300,0.0,121.5,28:50.246,15:35:41.453,0:23.915,0:20.699,0:29.300,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,23.0,1:14.283,0.0,,24.068,0.0,20.958,0.0,29.257,2.0,120.9,30:04.529,15:36:55.736,0:24.068,0:20.958,0:29.257,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,24.0,1:14.749,0.0,,24.084,0.0,20.816,0.0,29.849,0.0,120.1,31:19.278,15:38:10.485,0:24.084,0:20.816,0:29.849,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,25.0,1:17.117,0.0,,24.500,0.0,21.214,0.0,31.403,0.0,116.4,32:36.395,15:39:27.602,0:24.500,0:21.214,0:31.403,,Lucas DI GRASSI,,,,Audi Sport Abt Schaeffler Formula E Team,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
