ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,Unnamed: 37,POSITION
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,3.0,1:11.995,0.0,,26.929000000000002,0.0,20.587,0.0,24.479,0.0,113.9,3:40.592,16:07:26.887,0:26.929,0:20.587,0:24.479,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,4.0,1:11.566,0.0,,26.799,0.0,20.419,0.0,24.348,0.0,114.5,4:52.158,16:08:38.453,0:26.799,0:20.419,0:24.348,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,5.0,1:11.307,0.0,,26.555,0.0,20.349,0.0,24.403,0.0,115.0,6:03.465,16:09:49.760,0:26.555,0:20.349,0:24.403,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,6.0,1:11.862,0.0,,26.866,0.0,20.514,0.0,24.482,0.0,114.1,7:15.327,16:11:01.622,0:26.866,0:20.514,0:24.482,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,7.0,1:11.657,0.0,,26.756,0.0,20.412,0.0,24.489,0.0,114.4,8:26.984,16:12:13.279,0:26.756,0:20.412,0:24.489,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,8.0,1:11.512,0.0,,26.844,0.0,20.348,0.0,24.320,0.0,114.6,9:38.496,16:13:24.791,0:26.844,0:20.348,0:24.320,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,9.0,1:11.330,0.0,,26.691,0.0,20.42,0.0,24.219,0.0,114.9,10:49.826,16:14:36.121,0:26.691,0:20.420,0:24.219,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,10.0,1:11.776,0.0,,26.849,0.0,20.472,0.0,24.455,0.0,114.2,12:01.602,16:15:47.897,0:26.849,0:20.472,0:24.455,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,11.0,1:11.618,0.0,,26.744,0.0,20.340999999999998,0.0,24.533,0.0,114.5,13:13.220,16:16:59.515,0:26.744,0:20.341,0:24.533,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,12.0,1:11.598,0.0,,26.735,0.0,20.533,0.0,24.330,0.0,114.5,14:24.818,16:18:11.113,0:26.735,0:20.533,0:24.330,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,13.0,1:11.536,0.0,,26.842,0.0,20.39,0.0,24.304,0.0,114.6,15:36.354,16:19:22.649,0:26.842,0:20.390,0:24.304,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,14.0,1:11.495,0.0,,26.686,0.0,20.463,0.0,24.346,0.0,114.7,16:47.849,16:20:34.144,0:26.686,0:20.463,0:24.346,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,15.0,1:11.737,0.0,,26.886999999999997,0.0,20.419,0.0,24.431,0.0,114.3,17:59.586,16:21:45.881,0:26.887,0:20.419,0:24.431,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,16.0,1:11.774,0.0,,26.8,0.0,20.505,0.0,24.469,0.0,114.2,19:11.360,16:22:57.655,0:26.800,0:20.505,0:24.469,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,17.0,1:11.491,0.0,,26.704,0.0,20.375999999999998,0.0,24.411,0.0,114.7,20:22.851,16:24:09.146,0:26.704,0:20.376,0:24.411,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,18.0,1:11.713,0.0,,26.866999999999997,0.0,20.455,0.0,24.391,0.0,114.3,21:34.564,16:25:20.859,0:26.867,0:20.455,0:24.391,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,19.0,1:12.265,0.0,,27.087,0.0,20.713,0.0,24.465,0.0,113.4,22:46.829,16:26:33.124,0:27.087,0:20.713,0:24.465,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,20.0,1:12.066,0.0,,26.93,0.0,20.500999999999998,0.0,24.635,0.0,113.7,23:58.895,16:27:45.190,0:26.930,0:20.501,0:24.635,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,21.0,1:12.642,0.0,,27.158,0.0,20.765,0.0,24.719,0.0,112.8,25:11.537,16:28:57.832,0:27.158,0:20.765,0:24.719,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,22.0,1:52.046,0.0,B,26.883000000000003,0.0,20.656999999999996,0.0,1:04.506,0.0,73.2,27:03.583,16:30:49.878,0:26.883,0:20.657,1:04.506,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,23.0,1:13.794,0.0,,29.42,0.0,20.22,2.0,24.154,2.0,111.1,28:17.377,16:32:03.672,0:29.420,0:20.220,0:24.154,,Felix ROSENQVIST,0:00:48.638,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,24.0,1:11.556,0.0,,26.328000000000003,2.0,20.605999999999998,0.0,24.622,0.0,114.6,29:28.933,16:33:15.228,0:26.328,0:20.606,0:24.622,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,25.0,1:11.542,0.0,,26.734,0.0,20.458,0.0,24.350,0.0,114.6,30:40.475,16:34:26.770,0:26.734,0:20.458,0:24.350,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,26.0,1:11.164,0.0,,26.578000000000003,0.0,20.372,0.0,24.214,0.0,115.2,31:51.639,16:35:37.934,0:26.578,0:20.372,0:24.214,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,27.0,1:10.888,2.0,,26.476999999999997,0.0,20.243,0.0,24.168,0.0,115.6,33:02.527,16:36:48.822,0:26.477,0:20.243,0:24.168,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,28.0,1:11.341,0.0,,26.689,0.0,20.412,0.0,24.240,0.0,114.9,34:13.868,16:38:00.163,0:26.689,0:20.412,0:24.240,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,29.0,1:11.256,0.0,,26.715,0.0,20.345,0.0,24.196,0.0,115.0,35:25.124,16:39:11.419,0:26.715,0:20.345,0:24.196,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,30.0,1:11.330,0.0,,26.741,0.0,20.297,0.0,24.292,0.0,114.9,36:36.454,16:40:22.749,0:26.741,0:20.297,0:24.292,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,31.0,1:11.037,0.0,,26.511,0.0,20.266,0.0,24.260,0.0,115.4,37:47.491,16:41:33.786,0:26.511,0:20.266,0:24.260,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,32.0,1:11.076,0.0,,26.631999999999998,0.0,20.269000000000002,0.0,24.175,0.0,115.3,38:58.567,16:42:44.862,0:26.632,0:20.269,0:24.175,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,33.0,1:11.457,0.0,,26.736,0.0,20.399,0.0,24.322,0.0,114.7,40:10.024,16:43:56.319,0:26.736,0:20.399,0:24.322,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,34.0,1:11.619,0.0,,26.825,0.0,20.418,0.0,24.376,0.0,114.5,41:21.643,16:45:07.938,0:26.825,0:20.418,0:24.376,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,35.0,1:11.404,0.0,,26.631,0.0,20.455,0.0,24.318,0.0,114.8,42:33.047,16:46:19.342,0:26.631,0:20.455,0:24.318,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,36.0,1:11.265,0.0,,26.8,0.0,20.294,0.0,24.171,0.0,115.0,43:44.312,16:47:30.607,0:26.800,0:20.294,0:24.171,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,37.0,1:11.199,0.0,,26.587,0.0,20.291,0.0,24.321,0.0,115.1,44:55.511,16:48:41.806,0:26.587,0:20.291,0:24.321,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,38.0,1:11.527,0.0,,26.756999999999998,0.0,20.383,0.0,24.387,0.0,114.6,46:07.038,16:49:53.333,0:26.757,0:20.383,0:24.387,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,39.0,1:11.444,0.0,,26.738000000000003,0.0,20.335,0.0,24.371,0.0,114.7,47:18.482,16:51:04.777,0:26.738,0:20.335,0:24.371,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,40.0,1:11.657,0.0,,26.897,0.0,20.418,0.0,24.342,0.0,114.4,48:30.139,16:52:16.434,0:26.897,0:20.418,0:24.342,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,41.0,1:11.459,0.0,,26.592,0.0,20.465999999999998,0.0,24.401,0.0,114.7,49:41.598,16:53:27.893,0:26.592,0:20.466,0:24.401,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,42.0,1:11.606,0.0,,26.686,0.0,20.473,0.0,24.447,0.0,114.5,50:53.204,16:54:39.499,0:26.686,0:20.473,0:24.447,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,43.0,1:12.418,0.0,,26.967,0.0,20.69,0.0,24.761,0.0,113.2,52:05.622,16:55:51.917,0:26.967,0:20.690,0:24.761,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,Mahindra Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,19.0,0.0,44.0,1:14.039,0.0,,27.451999999999998,0.0,20.939,0.0,25.648,0.0,110.7,53:19.661,16:57:05.956,0:27.452,0:20.939,0:25.648,,Felix ROSENQVIST,,MAHINDRA,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,1.0,1:17.922,0.0,,32.869,0.0,20.745,0.0,24.308,0.0,105.2,1:17.922,16:05:04.217,0:32.869,0:20.745,0:24.308,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,2.0,1:12.502,0.0,,27.049,0.0,20.76,0.0,24.693,0.0,113.1,2:30.424,16:06:16.719,0:27.049,0:20.760,0:24.693,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,3.0,1:11.772,0.0,,27.004,0.0,20.539,0.0,24.229,0.0,114.2,3:42.196,16:07:28.491,0:27.004,0:20.539,0:24.229,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,4.0,1:12.061,0.0,,27.125,0.0,20.474,0.0,24.462,0.0,113.8,4:54.257,16:08:40.552,0:27.125,0:20.474,0:24.462,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,5.0,1:11.586,0.0,,26.77,0.0,20.535999999999998,0.0,24.280,0.0,114.5,6:05.843,16:09:52.138,0:26.770,0:20.536,0:24.280,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,6.0,1:11.644,0.0,,26.705,0.0,20.416,0.0,24.523,0.0,114.4,7:17.487,16:11:03.782,0:26.705,0:20.416,0:24.523,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,7.0,1:12.009,0.0,,26.999000000000002,0.0,20.487,0.0,24.523,0.0,113.8,8:29.496,16:12:15.791,0:26.999,0:20.487,0:24.523,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,8.0,1:11.953,0.0,,26.918000000000003,0.0,20.593000000000004,0.0,24.442,0.0,113.9,9:41.449,16:13:27.744,0:26.918,0:20.593,0:24.442,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,9.0,1:11.963,0.0,,26.963,0.0,20.599,0.0,24.401,0.0,113.9,10:53.412,16:14:39.707,0:26.963,0:20.599,0:24.401,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,10.0,1:11.685,0.0,,26.789,0.0,20.531999999999996,0.0,24.364,0.0,114.4,12:05.097,16:15:51.392,0:26.789,0:20.532,0:24.364,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,11.0,1:11.753,0.0,,26.81,0.0,20.502,0.0,24.441,0.0,114.2,13:16.850,16:17:03.145,0:26.810,0:20.502,0:24.441,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,12.0,1:11.896,0.0,,26.976999999999997,0.0,20.535,0.0,24.384,0.0,114.0,14:28.746,16:18:15.041,0:26.977,0:20.535,0:24.384,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,13.0,1:12.018,0.0,,26.901,0.0,20.581,0.0,24.536,0.0,113.8,15:40.764,16:19:27.059,0:26.901,0:20.581,0:24.536,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,14.0,1:11.858,0.0,,26.855999999999998,0.0,20.581999999999997,0.0,24.420,0.0,114.1,16:52.622,16:20:38.917,0:26.856,0:20.582,0:24.420,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,15.0,1:11.984,0.0,,26.961,0.0,20.573,0.0,24.450,0.0,113.9,18:04.606,16:21:50.901,0:26.961,0:20.573,0:24.450,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,16.0,1:12.352,0.0,,27.108,0.0,20.575,0.0,24.669,0.0,113.3,19:16.958,16:23:03.253,0:27.108,0:20.575,0:24.669,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,17.0,1:12.056,0.0,,27.116999999999997,0.0,20.631,0.0,24.308,0.0,113.8,20:29.014,16:24:15.309,0:27.117,0:20.631,0:24.308,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,18.0,1:12.043,0.0,,26.988000000000003,0.0,20.622,0.0,24.433,0.0,113.8,21:41.057,16:25:27.352,0:26.988,0:20.622,0:24.433,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,19.0,1:12.397,0.0,,27.166999999999998,0.0,20.713,0.0,24.517,0.0,113.2,22:53.454,16:26:39.749,0:27.167,0:20.713,0:24.517,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,20.0,1:12.314,0.0,,27.103,0.0,20.689,0.0,24.522,0.0,113.4,24:05.768,16:27:52.063,0:27.103,0:20.689,0:24.522,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,21.0,1:13.120,0.0,,27.189,0.0,21.255,0.0,24.676,0.0,112.1,25:18.888,16:29:05.183,0:27.189,0:21.255,0:24.676,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,22.0,1:56.255,0.0,B,28.017,0.0,21.435,0.0,1:06.803,0.0,70.5,27:15.143,16:31:01.438,0:28.017,0:21.435,1:06.803,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,23.0,1:14.602,0.0,,29.441999999999997,0.0,20.89,0.0,24.270,0.0,109.9,28:29.745,16:32:16.040,0:29.442,0:20.890,0:24.270,,Sam BIRD,0:00:50.843,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,24.0,1:12.120,0.0,,26.764,0.0,20.891,0.0,24.465,0.0,113.7,29:41.865,16:33:28.160,0:26.764,0:20.891,0:24.465,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,25.0,1:11.632,0.0,,26.763,0.0,20.430999999999997,0.0,24.438,0.0,114.4,30:53.497,16:34:39.792,0:26.763,0:20.431,0:24.438,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,26.0,1:11.479,0.0,,26.553,0.0,20.493000000000002,0.0,24.433,0.0,114.7,32:04.976,16:35:51.271,0:26.553,0:20.493,0:24.433,,Sam BIRD,,VIRGIN,,,
,,,,,,,,,,DS Virgin Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Berlin\Race\23_Analysis_Race 1.CSV,2.0,0.0,27.0,1:10.949,2.0,,26.506,0.0,20.328,0.0,24.115,2.0,115.5,33:15.925,16:37:02.220,0:26.506,0:20.328,0:24.115,,Sam BIRD,,VIRGIN,,,
